excel_file,sheet_name,Номер выдела,Состав,Элемент леса,Высота,Диаметр,Разряд
23-26_with_tiers.xlsx,кв23,1,5С2Б2К1Е,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,1,5С2Б2К1Е,Б,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв23,1,5С2Б2К1Е,К,14.0,16.0,6.0
23-26_with_tiers.xlsx,кв23,1,5С2Б2К1Е,Е,14.0,14.0,3.0
23-26_with_tiers.xlsx,кв23,2,5Л4Е1Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв23,2,5Л4Е1Б,Е,16.0,16.0,3.0
23-26_with_tiers.xlsx,кв23,2,5Л4Е1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,3,6Л2К1Е1Б+С,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв23,3,6Л2К1Е1Б+С,К,16.0,16.0,5.0
23-26_with_tiers.xlsx,кв23,3,6Л2К1Е1Б+С,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв23,3,6Л2К1Е1Б+С,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,4,3С3Л2Е1Б1С,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,4,3С3Л2Е1Б1С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,4,3С3Л2Е1Б1С,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв23,4,3С3Л2Е1Б1С,Б,11.0,10.0,6.0
23-26_with_tiers.xlsx,кв23,4,3С3Л2Е1Б1С,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,5,7Е3Л,Е,17.0,16.0,2.0
23-26_with_tiers.xlsx,кв23,6,7С2С1К,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,6,7С2С1К,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,6,7С2С1К,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,7,5К3С2Л,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,7,5К3С2Л,С,13.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,7,5К3С2Л,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,8,6К4С,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,8,6К4С,С,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,9,5Л2С1Е2Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,9,5Л2С1Е2Б,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,9,5Л2С1Е2Б,Е,14.0,12.0,1.0
23-26_with_tiers.xlsx,кв23,9,5Л2С1Е2Б,Б,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,10,6Л2Е2Б,Л,17.0,16.0,6.0
23-26_with_tiers.xlsx,кв23,10,6Л2Е2Б,Е,14.0,14.0,3.0
23-26_with_tiers.xlsx,кв23,10,6Л2Е2Б,Б,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,11,6Л2К1С1Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв23,11,6Л2К1С1Б,К,16.0,16.0,5.0
23-26_with_tiers.xlsx,кв23,11,6Л2К1С1Б,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,11,6Л2К1С1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,12,6С2К1Л1Б,С,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,12,6С2К1Л1Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,12,6С2К1Л1Б,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,12,6С2К1Л1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,13,7Л1С1Е1Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,13,7Л1С1Е1Б,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,13,7Л1С1Е1Б,Е,13.0,12.0,2.0
23-26_with_tiers.xlsx,кв23,13,7Л1С1Е1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,14,5С3К1Е1Б,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,14,5С3К1Е1Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,14,5С3К1Е1Б,Е,12.0,12.0,3.0
23-26_with_tiers.xlsx,кв23,14,5С3К1Е1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,15,4Л2К2С2Б,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,15,4Л2К2С2Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,15,4Л2К2С2Б,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,15,4Л2К2С2Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв23,16,8С2Л,С,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,16,8С2Л,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,17,3Л2К4ОС1Б,Л,24.0,24.0,4.0
23-26_with_tiers.xlsx,кв23,17,3Л2К4ОС1Б,К,20.0,20.0,4.0
23-26_with_tiers.xlsx,кв23,17,3Л2К4ОС1Б,ОС,20.0,20.0,
23-26_with_tiers.xlsx,кв23,17,3Л2К4ОС1Б,Б,16.0,16.0,5.0
23-26_with_tiers.xlsx,кв23,18,6Л1С1К1Е1Б,Л,22.0,22.0,4.0
23-26_with_tiers.xlsx,кв23,18,6Л1С1К1Е1Б,С,18.0,18.0,5.0
23-26_with_tiers.xlsx,кв23,18,6Л1С1К1Е1Б,К,19.0,20.0,4.0
23-26_with_tiers.xlsx,кв23,18,6Л1С1К1Е1Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв23,18,6Л1С1К1Е1Б,Б,15.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,20,2Л2К1Е4ОС1Б,Л,17.0,16.0,6.0
23-26_with_tiers.xlsx,кв23,20,2Л2К1Е4ОС1Б,К,16.0,16.0,5.0
23-26_with_tiers.xlsx,кв23,20,2Л2К1Е4ОС1Б,Е,14.0,14.0,3.0
23-26_with_tiers.xlsx,кв23,20,2Л2К1Е4ОС1Б,ОС,16.0,16.0,
23-26_with_tiers.xlsx,кв23,20,2Л2К1Е4ОС1Б,Б,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв23,21,4С2Л2К2С,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв23,21,4С2Л2К2С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв23,21,4С2Л2К2С,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв23,21,4С2Л2К2С,С,9.0,10.0,9.0
23-26_with_tiers.xlsx,кв24,1,7Л2С1Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв24,1,7Л2С1Б,С,18.0,18.0,5.0
23-26_with_tiers.xlsx,кв24,1,7Л2С1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,2,5С5Л+Б,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв24,2,5С5Л+Б,Л,16.0,16.0,6.0
23-26_with_tiers.xlsx,кв24,3,5Л5С,Л,18.0,18.0,6.0
23-26_with_tiers.xlsx,кв24,4,5Л3Е1К1Б,Л,17.0,16.0,6.0
23-26_with_tiers.xlsx,кв24,4,5Л3Е1К1Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв24,4,5Л3Е1К1Б,К,16.0,16.0,5.0
23-26_with_tiers.xlsx,кв24,4,5Л3Е1К1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,5,9Л1Е,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,5,9Л1Е,Е,12.0,12.0,3.0
23-26_with_tiers.xlsx,кв24,7,8Л2Е+Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв24,7,8Л2Е+Б,Е,17.0,16.0,2.0
23-26_with_tiers.xlsx,кв24,8,10ЕРН,ЕРН,2.0,,
23-26_with_tiers.xlsx,кв24,9,10С,С,13.0,14.0,7.0
23-26_with_tiers.xlsx,кв24,11,7Л1Е1К1Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв24,11,7Л1Е1К1Б,Е,16.0,16.0,3.0
23-26_with_tiers.xlsx,кв24,11,7Л1Е1К1Б,К,18.0,18.0,4.0
23-26_with_tiers.xlsx,кв24,11,7Л1Е1К1Б,Б,15.0,14.0,5.0
23-26_with_tiers.xlsx,кв24,12,5С5Л,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв24,12,5С5Л,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,13,6С2Л2Б,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв24,14,5С2К2Л1Б,С,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв24,14,5С2К2Л1Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв24,14,5С2К2Л1Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,14,5С2К2Л1Б,Б,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв24,15,5К2Л2С1Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв24,16,5Л2К1С2Б,Л,24.0,24.0,4.0
23-26_with_tiers.xlsx,кв24,16,5Л2К1С2Б,К,20.0,20.0,4.0
23-26_with_tiers.xlsx,кв24,16,5Л2К1С2Б,С,20.0,20.0,5.0
23-26_with_tiers.xlsx,кв24,16,5Л2К1С2Б,Б,18.0,18.0,4.0
23-26_with_tiers.xlsx,кв24,17,3С3Л4Б,С,5.0,6.0,9.0
23-26_with_tiers.xlsx,кв24,18,4С4Л2С+Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,18,4С4Л2С+Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,18,4С4Л2С+Б,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв24,19,10С+К,С,10.0,12.0,9.0
23-26_with_tiers.xlsx,кв24,20,4Л3К1С1Б1ОС,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,20,4Л3К1С1Б1ОС,К,15.0,16.0,5.0
23-26_with_tiers.xlsx,кв24,20,4Л3К1С1Б1ОС,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв24,20,4Л3К1С1Б1ОС,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,20,4Л3К1С1Б1ОС,ОС,16.0,16.0,
23-26_with_tiers.xlsx,кв24,21,4С3Л2ОС1Б,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв24,21,4С3Л2ОС1Б,Л,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв24,21,4С3Л2ОС1Б,ОС,15.0,16.0,
23-26_with_tiers.xlsx,кв24,21,4С3Л2ОС1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,24,5С3Л2С,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв24,24,5С3Л2С,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв24,24,5С3Л2С,С,9.0,10.0,9.0
23-26_with_tiers.xlsx,кв25,1,10Л,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв25,2,6Л2С1Е1Б,Л,18.0,18.0,6.0
23-26_with_tiers.xlsx,кв25,2,6Л2С1Е1Б,С,17.0,16.0,5.0
23-26_with_tiers.xlsx,кв25,2,6Л2С1Е1Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв25,2,6Л2С1Е1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,3,9Л1С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,3,9Л1С,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,4,6Л3С1Б,Л,16.0,19.0,7.0
23-26_with_tiers.xlsx,кв25,4,6Л3С1Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,4,6Л3С1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв25,5,5С5Л,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв25,5,5С5Л,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,6,10ЕРН,ЕРН,2.0,,
23-26_with_tiers.xlsx,кв25,7,9Л1Е,Л,16.0,16.0,6.0
23-26_with_tiers.xlsx,кв25,7,9Л1Е,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв25,8,7С3Л,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв25,9,9С1Б,С,9.0,8.0,8.0
23-26_with_tiers.xlsx,кв25,10,10С,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв25,11,10Б,Б,9.0,8.0,7.0
23-26_with_tiers.xlsx,кв25,12,7С2Л1Б,С,11.0,10.0,7.0
23-26_with_tiers.xlsx,кв25,13,4С4Л2С,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,13,4С4Л2С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,13,4С4Л2С,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв25,14,7С3Л,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв25,14,7С3Л,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,15,5Л3К1Е1Б,Л,18.0,18.0,6.0
23-26_with_tiers.xlsx,кв25,15,5Л3К1Е1Б,К,17.0,16.0,4.0
23-26_with_tiers.xlsx,кв25,15,5Л3К1Е1Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв25,15,5Л3К1Е1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,16,9Л1Е,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,16,9Л1Е,Е,13.0,12.0,2.0
23-26_with_tiers.xlsx,кв25,17,7Л2Е1Б,Л,18.0,16.0,5.0
23-26_with_tiers.xlsx,кв25,17,7Л2Е1Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв25,17,7Л2Е1Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,18,6Л4Б,Л,10.0,12.0,10.0
23-26_with_tiers.xlsx,кв25,19,3Л3С2Е2Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,19,3Л3С2Е2Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,19,3Л3С2Е2Б,Е,13.0,12.0,2.0
23-26_with_tiers.xlsx,кв25,19,3Л3С2Е2Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв25,20,6Л4С,Л,17.0,16.0,6.0
23-26_with_tiers.xlsx,кв25,20,6Л4С,С,16.0,16.0,6.0
23-26_with_tiers.xlsx,кв25,21,7Л2С1Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,21,7Л2С1Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,21,7Л2С1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв25,22,6С2Л1К1Б,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв25,22,6С2Л1К1Б,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв25,22,6С2Л1К1Б,К,14.0,14.0,5.0
23-26_with_tiers.xlsx,кв25,22,6С2Л1К1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв25,23,8Л2С,Л,17.0,16.0,6.0
23-26_with_tiers.xlsx,кв25,23,8Л2С,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв25,24,10Л,Л,12.0,10.0,7.0
23-26_with_tiers.xlsx,кв25,25,8Л1С1Б,Л,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв25,25,8Л1С1Б,С,13.0,14.0,7.0
23-26_with_tiers.xlsx,кв25,25,8Л1С1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,1,6Л1С1Е2Б,Л,19.0,18.0,5.0
23-26_with_tiers.xlsx,кв26,1,6Л1С1Е2Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,1,6Л1С1Е2Б,Е,13.0,12.0,2.0
23-26_with_tiers.xlsx,кв26,1,6Л1С1Е2Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,2,4С4Л2С,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв26,2,4С4Л2С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,2,4С4Л2С,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв26,4,6Л2Е2Б,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,4,6Л2Е2Б,Е,12.0,12.0,3.0
23-26_with_tiers.xlsx,кв26,4,6Л2Е2Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,5,5С4Л1Б,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,5,5С4Л1Б,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,5,5С4Л1Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,6,7Л1Е2Б,Л,18.0,16.0,5.0
23-26_with_tiers.xlsx,кв26,6,7Л1Е2Б,Е,15.0,14.0,2.0
23-26_with_tiers.xlsx,кв26,6,7Л1Е2Б,Б,14.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,7,6Л4Б,Л,13.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,8,7Л2Е1Б,Л,18.0,16.0,5.0
23-26_with_tiers.xlsx,кв26,8,7Л2Е1Б,Е,14.0,14.0,3.0
23-26_with_tiers.xlsx,кв26,8,7Л2Е1Б,Б,14.0,12.0,5.0
23-26_with_tiers.xlsx,кв26,9,4Л3С1Е2Б,Л,13.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,9,4Л3С1Е2Б,С,13.0,14.0,7.0
23-26_with_tiers.xlsx,кв26,9,4Л3С1Е2Б,Е,10.0,10.0,4.0
23-26_with_tiers.xlsx,кв26,9,4Л3С1Е2Б,Б,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв26,10,4С4Л2С,С,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,10,4С4Л2С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,10,4С4Л2С,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв26,11,6Л4С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,11,6Л4С,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв26,12,6Л1С2Б1ОС,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,12,6Л1С2Б1ОС,С,14.0,14.0,7.0
23-26_with_tiers.xlsx,кв26,12,6Л1С2Б1ОС,Б,13.0,12.0,6.0
23-26_with_tiers.xlsx,кв26,12,6Л1С2Б1ОС,ОС,13.0,12.0,
23-26_with_tiers.xlsx,кв26,13,5Л2С1Е2Б,Л,15.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,13,5Л2С1Е2Б,С,15.0,16.0,7.0
23-26_with_tiers.xlsx,кв26,13,5Л2С1Е2Б,Е,12.0,12.0,3.0
23-26_with_tiers.xlsx,кв26,13,5Л2С1Е2Б,Б,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,14,5С4Л1С,С,14.0,12.0,6.0
23-26_with_tiers.xlsx,кв26,14,5С4Л1С,Л,14.0,12.0,6.0
23-26_with_tiers.xlsx,кв26,14,5С4Л1С,С,17.0,18.0,6.0
23-26_with_tiers.xlsx,кв26,15,4Л3Л2Е1С,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,15,4Л3Л2Е1С,Л,12.0,12.0,8.0
23-26_with_tiers.xlsx,кв26,15,4Л3Л2Е1С,Е,10.0,10.0,4.0
23-26_with_tiers.xlsx,кв26,15,4Л3Л2Е1С,С,12.0,12.0,7.0
23-26_with_tiers.xlsx,кв26,16,4Л3Е1С2Б,Л,11.0,10.0,8.0
23-26_with_tiers.xlsx,кв26,17,6С4Л,С,15.0,18.0,7.0
23-26_with_tiers.xlsx,кв26,17,6С4Л,Л,16.0,14.0,6.0
23-26_with_tiers.xlsx,кв26,17,5С5Л+Б,С,10.0,10.0,8.0
23-26_with_tiers.xlsx,кв26,17,5С5Л+Б,Л,10.0,10.0,9.0
23-26_with_tiers.xlsx,кв26,18,10ЕРН,ЕРН,2.0,,
23-26_with_tiers.xlsx,кв26,19,10ЕРН,ЕРН,2.0,,
394_with_tiers.xlsx,Sheet1,1,7Б3Л,Б,2.0,2.0,9.0
394_with_tiers.xlsx,Sheet1,2,6Л2С2Б,Л,18.0,20.0,6.0
394_with_tiers.xlsx,Sheet1,2,6Л7О2Б,С,18.0,24.0,6.0
394_with_tiers.xlsx,Sheet1,2,6Л7О2Б,Б,17.0,18.0,5.0
394_with_tiers.xlsx,Sheet1,3,6Л3Е1Б,Л,13.0,14.0,8.0
394_with_tiers.xlsx,Sheet1,3,4К1Е1Б,Е,12.0,12.0,3.0
394_with_tiers.xlsx,Sheet1,3,4К1Е1Б,Б,10.0,10.0,8.0
394_with_tiers.xlsx,Sheet1,4,6С4Л,С,15.0,18.0,7.0
394_with_tiers.xlsx,Sheet1,4,6С4Л,Л,16.0,18.0,7.0
394_with_tiers.xlsx,Sheet1,5,4К4Л1Е1Б,К,19.0,20.0,4.0
394_with_tiers.xlsx,Sheet1,5,4К4Л1Е1Б,Л,20.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,5,4К4Л1Е1Б,Е,17.0,18.0,3.0
394_with_tiers.xlsx,Sheet1,5,4К4Л1Е1Б,Б,17.0,18.0,5.0
394_with_tiers.xlsx,Sheet1,6,7С3Л,С,15.0,18.0,7.0
394_with_tiers.xlsx,Sheet1,6,7С3Л,Л,16.0,20.0,7.0
394_with_tiers.xlsx,Sheet1,7,4Л1Е5Б,Л,12.0,12.0,8.0
394_with_tiers.xlsx,Sheet1,8,6Л2К1С1Е+Б,Л,20.0,24.0,6.0
394_with_tiers.xlsx,Sheet1,8,6К2Л1О1Е5Б,К,19.0,20.0,4.0
394_with_tiers.xlsx,Sheet1,8,6К2Л1О1Е5Б,С,18.0,22.0,6.0
394_with_tiers.xlsx,Sheet1,8,6К2Л1О1Е5Б,Е,16.0,18.0,4.0
394_with_tiers.xlsx,Sheet1,10,6С4Л,С,19.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,10,6С4Л,Л,20.0,20.0,5.0
394_with_tiers.xlsx,Sheet1,11,6Л3Е1Б,Л,14.0,16.0,8.0
394_with_tiers.xlsx,Sheet1,12,8Л2Е+Б,Л,16.0,18.0,7.0
394_with_tiers.xlsx,Sheet1,12,8Л2Е5Б,Е,14.0,14.0,3.0
394_with_tiers.xlsx,Sheet1,13,9Л1Е,Л,16.0,18.0,7.0
394_with_tiers.xlsx,Sheet1,13,9Л1Е,Е,13.0,14.0,4.0
394_with_tiers.xlsx,Sheet1,14,6Л1С1Е2Б,Л,15.0,16.0,7.0
394_with_tiers.xlsx,Sheet1,14,6Л1С1Е2Б,С,16.0,18.0,6.0
394_with_tiers.xlsx,Sheet1,14,6Л1С1Е2Б,Е,14.0,14.0,3.0
394_with_tiers.xlsx,Sheet1,14,6Л1С1Е2Б,Б,12.0,12.0,7.0
394_with_tiers.xlsx,Sheet1,15,6С3Л1Б+Е,С,19.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,15,6С3Л1Б+Е,Л,19.0,20.0,6.0
394_with_tiers.xlsx,Sheet1,15,6С3Л1Б+Е,Б,17.0,18.0,5.0
394_with_tiers.xlsx,Sheet1,16,6Л2Е2Б+С,Л,20.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,16,6Л2Е2Б+С,Е,17.0,18.0,3.0
394_with_tiers.xlsx,Sheet1,16,6Л2Е2Б+С,Б,17.0,18.0,5.0
394_with_tiers.xlsx,Sheet1,17,8Л1Е1Б,Л,18.0,22.0,7.0
394_with_tiers.xlsx,Sheet1,17,8Л1Е1Б,Е,16.0,16.0,3.0
394_with_tiers.xlsx,Sheet1,17,8Л1Е1Б,Б,17.0,18.0,5.0
394_with_tiers.xlsx,Sheet1,19,7Б3Л,Б,2.0,2.0,9.0
394_with_tiers.xlsx,Sheet1,20,7Л3Б+Е+С,Л,12.0,12.0,8.0
394_with_tiers.xlsx,Sheet1,21,7Л2К1Е+Б,Л,20.0,26.0,6.0
394_with_tiers.xlsx,Sheet1,21,7Л2К1Е+Б,К,19.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,21,7Л2К1Е+Б,Е,17.0,18.0,3.0
394_with_tiers.xlsx,Sheet1,22,6Л2К1Е1Б,Л,21.0,24.0,5.0
394_with_tiers.xlsx,Sheet1,22,6Л2К1Е1Б,К,19.0,22.0,5.0
394_with_tiers.xlsx,Sheet1,22,6Л2К1Е1Б,Е,17.0,18.0,3.0
394_with_tiers.xlsx,Sheet1,22,6Л2К1Е1Б,Б,16.0,16.0,5.0
394_with_tiers.xlsx,Sheet1,23,6Л2Е2Б,Л,17.0,20.0,7.0
394_with_tiers.xlsx,Sheet1,23,6Л2Е2Б,Е,14.0,14.0,3.0
394_with_tiers.xlsx,Sheet1,23,6Л2Е2Б,Б,15.0,16.0,6.0
